lead_id,interaction_id,interaction_datetime,channel,platform,campaign_name,campaign_type,course,click_id,cost
L0045,I000222,2026-05-05 04:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Agronegócio,FBCLID_0f0ba5b5a7f2,4.5
L0045,I000223,2026-05-14 06:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Agronegócio,,3.11
L0046,I000224,2026-05-23 10:00:00,E-mail,CRM,E-mail - Marketing Digital,especifica,Marketing Digital,,0.0
L0046,I000225,2026-05-26 13:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Marketing Digital,FBCLID_6778912ebb51,2.29
L0046,I000226,2026-05-29 10:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Marketing Digital,,6.17
L0046,I000227,2026-06-01 17:00:00,Google Ads,Google,Google Ads - Performance,performance,Marketing Digital,GCLID_4ef4f1161b4b,6.64
L0046,I000228,2026-06-09 23:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marketing Digital,especifica,Marketing Digital,,2.96
L0046,I000229,2026-06-20 03:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Marketing Digital,,0.0
L0046,I000230,2026-07-02 19:00:00,E-mail,CRM,E-mail - Marketing Digital,especifica,Marketing Digital,,0.0
L0047,I000231,2026-04-04 17:00:00,Google Ads,Google,Google Ads - Performance,performance,MBA em Gestão,GCLID_30038be9d07f,5.54
L0048,I000232,2026-04-25 01:00:00,Meta Ads,Meta,Meta Ads - MBA em Gestão,especifica,MBA em Gestão,FBCLID_dcf5bd6511dc,6.08
L0048,I000233,2026-04-28 02:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,MBA em Gestão,,1.85
L0048,I000234,2026-04-29 08:00:00,Orgânico,Site,Orgânico - Performance,performance,MBA em Gestão,,0.0
L0049,I000235,2026-05-17 04:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,MBA em Gestão,,0.0
L0050,I000236,2026-05-29 00:00:00,TikTok Ads,TikTok,TikTok Ads - Agronegócio,especifica,Agronegócio,,7.27
L0050,I000237,2026-06-01 00:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,6.62
L0051,I000238,2026-02-19 18:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,5.54
L0051,I000239,2026-02-22 06:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Agronegócio,,0.0
L0051,I000240,2026-03-06 01:00:00,E-mail,CRM,E-mail - Performance,performance,Agronegócio,,0.0
L0051,I000241,2026-03-16 02:00:00,E-mail,CRM,E-mail - Agronegócio,especifica,Agronegócio,,0.0
L0051,I000242,2026-03-27 19:00:00,E-mail,CRM,E-mail - Performance,performance,Agronegócio,,0.0
L0051,I000243,2026-03-29 11:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Agronegócio,,8.65
L0051,I000244,2026-03-30 19:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Agronegócio,GCLID_494df92a7db4,1.35
L0051,I000245,2026-04-08 00:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Agronegócio,,4.71
L0051,I000246,2026-04-10 03:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Agronegócio,FBCLID_b91a797ff883,1.78
L0051,I000247,2026-04-12 19:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,3.1
L0051,I000248,2026-04-23 19:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,0.9
L0051,I000249,2026-04-29 07:00:00,Orgânico,Site,Orgânico - Performance,performance,Agronegócio,,0.0
L0051,I000250,2026-05-11 07:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Agronegócio,FBCLID_197256e2305a,2.25
L0051,I000251,2026-05-21 10:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,4.49
L0052,I000252,2026-03-18 05:00:00,TikTok Ads,TikTok,TikTok Ads - Engenharia de Software,especifica,Engenharia de Software,,7.42
L0052,I000253,2026-03-29 23:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Engenharia de Software,,5.07
L0052,I000254,2026-03-30 11:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Engenharia de Software,,5.1
L0052,I000255,2026-04-05 02:00:00,Google Ads,Google,Google Ads - Performance,performance,Engenharia de Software,GCLID_782c92315804,4.63
L0052,I000256,2026-04-10 17:00:00,E-mail,CRM,E-mail - Performance,performance,Engenharia de Software,,0.0
L0052,I000257,2026-04-14 17:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Engenharia de Software,,7.08
L0052,I000258,2026-04-25 00:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Engenharia de Software,GCLID_635e42edbcb1,5.04
L0052,I000259,2026-05-06 19:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Engenharia de Software,,4.83
L0052,I000260,2026-05-19 10:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Engenharia de Software,,8.98
L0052,I000261,2026-06-01 08:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Engenharia de Software,GCLID_615a162914ef,2.84
L0052,I000262,2026-06-13 01:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Engenharia de Software,,0.0
L0052,I000263,2026-06-25 08:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Engenharia de Software,GCLID_a613fbcb3894,0.87
L0052,I000264,2026-07-05 12:00:00,Google Ads,Google,Google Ads - Performance,performance,Engenharia de Software,GCLID_6cd96661d5fc,6.55
L0053,I000265,2026-05-14 20:00:00,Meta Ads,Meta,Meta Ads - Engenharia de Software,especifica,Engenharia de Software,FBCLID_1737c2172162,3.45
L0053,I000266,2026-05-15 15:00:00,Orgânico,Site,Orgânico - Engenharia de Software,especifica,Engenharia de Software,,0.0
L0053,I000267,2026-05-16 18:00:00,Orgânico,Site,Orgânico - Performance,performance,Engenharia de Software,,0.0
L0053,I000268,2026-05-17 05:00:00,Orgânico,Site,Orgânico - Performance,performance,Engenharia de Software,,0.0
L0053,I000269,2026-05-26 13:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Engenharia de Software,,5.14
L0053,I000270,2026-06-06 16:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Engenharia de Software,,0.0
L0054,I000271,2026-04-17 19:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Agronegócio,,5.79
L0054,I000272,2026-04-22 02:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Agronegócio,,2.56
L0054,I000273,2026-04-25 10:00:00,E-mail,CRM,E-mail - Agronegócio,especifica,Agronegócio,,0.0
L0054,I000274,2026-04-26 09:00:00,E-mail,CRM,E-mail - Performance,performance,Agronegócio,,0.0
L0054,I000275,2026-04-26 18:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Agronegócio,GCLID_f3f5c49963b0,5.1
L0054,I000276,2026-04-29 04:00:00,TikTok Ads,TikTok,TikTok Ads - Agronegócio,especifica,Agronegócio,,1.48
L0054,I000277,2026-05-02 06:00:00,E-mail,CRM,E-mail - Agronegócio,especifica,Agronegócio,,0.0
L0054,I000278,2026-05-11 10:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,4.41
L0054,I000279,2026-05-16 00:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Agronegócio,,4.66
L0054,I000280,2026-05-20 05:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Agronegócio,,0.0
L0054,I000281,2026-05-23 17:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,4.97
L0054,I000282,2026-06-03 22:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Agronegócio,,0.95
L0055,I000283,2026-02-01 06:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Marketing Digital,,0.0
L0055,I000284,2026-02-06 04:00:00,Meta Ads,Meta,Meta Ads - Marketing Digital,especifica,Marketing Digital,FBCLID_2c99c88f29bf,6.58
L0055,I000285,2026-02-18 14:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Marketing Digital,FBCLID_001888e6bc63,8.02
L0055,I000286,2026-02-27 21:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marketing Digital,especifica,Marketing Digital,,2.69
L0055,I000287,2026-03-04 10:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Marketing Digital,,2.62
L0055,I000288,2026-03-15 20:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Marketing Digital,,0.0
L0055,I000289,2026-03-26 21:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Marketing Digital,,0.0
L0055,I000290,2026-04-03 17:00:00,E-mail,CRM,E-mail - Marketing Digital,especifica,Marketing Digital,,0.0
L0055,I000291,2026-04-05 01:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Marketing Digital,FBCLID_45c5b54b5593,3.46
L0056,I000292,2026-02-21 18:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Data Science,,0.0
L0056,I000293,2026-02-25 00:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Data Science,GCLID_10b3d2327ac4,5.63
L0056,I000294,2026-02-25 21:00:00,Google Ads,Google,Google Ads - Data Science,especifica,Data Science,GCLID_3fbb9ce45329,5.54
L0057,I000295,2026-03-24 11:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,MBA em Gestão,,7.02
L0058,I000296,2026-04-10 08:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Marketing Digital,FBCLID_1c359aa4b769,5.98
L0058,I000297,2026-04-15 19:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Marketing Digital,,5.4
L0058,I000298,2026-04-18 01:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Marketing Digital,,0.0
L0058,I000299,2026-04-26 10:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Marketing Digital,,5.43
L0058,I000300,2026-05-06 05:00:00,E-mail,CRM,E-mail - Marketing Digital,especifica,Marketing Digital,,0.0
L0058,I000301,2026-05-08 08:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Marketing Digital,FBCLID_adb268cf17ef,3.87
L0059,I000302,2026-03-01 21:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Agronegócio,,0.0
L0059,I000303,2026-03-12 03:00:00,E-mail,CRM,E-mail - Performance,performance,Agronegócio,,0.0
L0059,I000304,2026-03-16 07:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Agronegócio,,8.53
L0060,I000305,2026-03-04 23:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Agronegócio,,0.0
L0060,I000306,2026-03-11 04:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Agronegócio,,6.54
L0060,I000307,2026-03-22 07:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Agronegócio,GCLID_462003290f73,3.47
L0060,I000308,2026-03-31 05:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Agronegócio,,2.74
L0061,I000309,2026-06-10 13:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,MBA em Gestão,,0.0
L0061,I000310,2026-06-12 07:00:00,Orgânico,Site,Orgânico - Performance,performance,MBA em Gestão,,0.0
L0061,I000311,2026-06-19 05:00:00,Google Ads,Google,Google Ads - MBA em Gestão,especifica,MBA em Gestão,GCLID_4500dcc27f0e,5.64
L0062,I000312,2026-01-15 22:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,MBA em Gestão,FBCLID_cc6785831070,8.79
L0063,I000313,2026-05-29 03:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Agronegócio,,4.76
L0063,I000314,2026-06-09 02:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Agronegócio,FBCLID_4423382a183f,6.24
L0063,I000315,2026-06-13 07:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Agronegócio,,1.09
L0063,I000316,2026-06-21 09:00:00,Google Ads,Google,Google Ads - Agronegócio,especifica,Agronegócio,GCLID_ece7abc3c16e,7.78
L0063,I000317,2026-06-28 14:00:00,Orgânico,Site,Orgânico - Agronegócio,especifica,Agronegócio,,0.0
L0063,I000318,2026-07-02 08:00:00,Orgânico,Site,Orgânico - Agronegócio,especifica,Agronegócio,,0.0
L0064,I000319,2026-01-11 06:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Data Science,,3.39
L0064,I000320,2026-01-19 03:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Data Science,,0.0
L0064,I000321,2026-01-24 10:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Data Science,GCLID_ea3a38d3b9b3,6.75
L0064,I000322,2026-01-26 08:00:00,TikTok Ads,TikTok,TikTok Ads - Data Science,especifica,Data Science,,2.31
L0064,I000323,2026-02-01 18:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Data Science,GCLID_e7cb9d04b203,8.97
L0065,I000324,2026-05-09 06:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Marketing Digital,FBCLID_cf0a561056bd,4.0
L0065,I000325,2026-05-11 00:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Marketing Digital,,5.19
L0065,I000326,2026-05-19 01:00:00,Meta Ads,Meta,Meta Ads - Marketing Digital,especifica,Marketing Digital,FBCLID_4e0b5181daa9,8.73
L0065,I000327,2026-05-25 03:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Marketing Digital,FBCLID_41969aff50d4,7.3
L0065,I000328,2026-06-04 20:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Marketing Digital,,0.0
L0065,I000329,2026-06-16 23:00:00,Google Ads,Google,Google Ads - Performance,performance,Marketing Digital,GCLID_c37b16d60694,4.54
L0065,I000330,2026-06-27 17:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Marketing Digital,,5.28
L0066,I000331,2026-01-05 09:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Agronegócio,,2.27
L0066,I000332,2026-01-14 14:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Agronegócio,,0.0
L0066,I000333,2026-01-22 10:00:00,E-mail,CRM,E-mail - Agronegócio,especifica,Agronegócio,,0.0
L0067,I000334,2026-05-06 16:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Agronegócio,,0.0
L0067,I000335,2026-05-14 10:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Agronegócio,FBCLID_8c810c549dc5,4.77
L0068,I000336,2026-02-14 22:00:00,E-mail,CRM,E-mail - Data Science,especifica,Data Science,,0.0
L0068,I000337,2026-02-23 22:00:00,E-mail,CRM,E-mail - Data Science,especifica,Data Science,,0.0
L0068,I000338,2026-02-27 02:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Data Science,GCLID_d9a4c13391c5,3.74
L0068,I000339,2026-03-09 16:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Data Science,FBCLID_a4052e6533d4,6.57
L0068,I000340,2026-03-20 17:00:00,E-mail,CRM,E-mail - Performance,performance,Data Science,,0.0
L0068,I000341,2026-03-24 10:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Data Science,FBCLID_1939d5dfe4eb,1.73
L0068,I000342,2026-04-01 02:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Data Science,,5.12
L0068,I000343,2026-04-02 14:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Data Science,,8.16
L0068,I000344,2026-04-08 03:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_4eb7d940f4f3,4.44
L0069,I000345,2026-02-15 17:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Engenharia de Software,especifica,Engenharia de Software,,2.66
L0069,I000346,2026-02-18 00:00:00,Orgânico,Site,Orgânico - Engenharia de Software,especifica,Engenharia de Software,,0.0
L0069,I000347,2026-02-19 00:00:00,E-mail,CRM,E-mail - Performance,performance,Engenharia de Software,,0.0
L0069,I000348,2026-03-03 18:00:00,E-mail,CRM,E-mail - Engenharia de Software,especifica,Engenharia de Software,,0.0
L0069,I000349,2026-03-13 14:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Engenharia de Software,,2.4
L0069,I000350,2026-03-24 01:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Engenharia de Software,,0.0
L0070,I000351,2026-06-02 15:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Engenharia de Software,,0.0
L0071,I000352,2026-03-16 18:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Data Science,,0.0
L0071,I000353,2026-03-24 16:00:00,TikTok Ads,TikTok,TikTok Ads - Data Science,especifica,Data Science,,6.09
L0071,I000354,2026-03-28 21:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Data Science,,5.57
L0071,I000355,2026-04-10 00:00:00,Meta Ads,Meta,Meta Ads - Data Science,especifica,Data Science,FBCLID_cff76e5f2fcc,5.71
L0071,I000356,2026-04-22 15:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Data Science,,4.18
L0072,I000357,2026-02-08 18:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,MBA em Gestão,GCLID_c1929ce5bc55,6.47
L0074,I000359,2026-06-01 01:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Data Science,,7.2
L0074,I000360,2026-06-06 23:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_19cf0ddb9bbc,5.63
L0074,I000361,2026-06-15 22:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Data Science,,1.13
L0074,I000362,2026-06-17 22:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,Data Science,,8.99
L0074,I000363,2026-06-21 17:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,Data Science,FBCLID_0d01663669f4,7.72
L0074,I000364,2026-06-30 01:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,2.01
L0074,I000365,2026-07-04 20:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Data Science,especifica,Data Science,,5.91
L0074,I000366,2026-07-06 08:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Data Science,GCLID_71ac468c0e06,4.49
L0074,I000367,2026-07-17 01:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Data Science,,0.0
L0074,I000368,2026-07-19 12:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Data Science,GCLID_5a8fbfff4d43,3.66
L0074,I000369,2026-07-23 15:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Data Science,,0.0
L0075,I000370,2026-02-17 22:00:00,E-mail,CRM,E-mail - Performance,performance,Engenharia de Software,,0.0
L0075,I000371,2026-02-27 08:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Engenharia de Software,,0.0
L0075,I000372,2026-03-10 01:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Engenharia de Software,,2.28
L0075,I000373,2026-03-18 07:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Engenharia de Software,,3.79
L0076,I000374,2026-05-06 05:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,8.23
L0076,I000375,2026-05-07 18:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Data Science,,8.15
L0076,I000376,2026-05-14 20:00:00,E-mail,CRM,E-mail - Performance,performance,Data Science,,0.0
L0076,I000377,2026-05-19 14:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,1.26
L0076,I000378,2026-05-31 11:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Data Science,,0.0
L0076,I000379,2026-05-31 23:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,8.41
L0076,I000380,2026-06-13 14:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Data Science,,4.66
L0076,I000381,2026-06-25 15:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Data Science,,6.06
L0076,I000382,2026-07-08 01:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_7cc3febf0073,4.5
L0076,I000383,2026-07-16 21:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Data Science,GCLID_db1e7a33c9c3,5.82
L0076,I000384,2026-07-29 11:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Data Science,GCLID_1dd97e500dd7,7.58
L0077,I000385,2026-01-12 04:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Data Science,,4.5
L0077,I000386,2026-01-20 05:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Data Science,GCLID_81f34656a209,1.23
L0077,I000387,2026-01-22 22:00:00,Orgânico,Site,Orgânico - Performance,performance,Data Science,,0.0
L0078,I000388,2026-05-15 19:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Marketing Digital,,6.84
L0078,I000389,2026-05-16 09:00:00,Google Ads,Google,Google Ads - Remarketing,remarketing,Marketing Digital,GCLID_51177bb7cc2e,3.72
L0078,I000390,2026-05-25 09:00:00,Orgânico,Site,Orgânico - Marketing Digital,especifica,Marketing Digital,,0.0
L0078,I000391,2026-05-27 09:00:00,Google Ads,Google,Google Ads - Performance,performance,Marketing Digital,GCLID_74193a949f55,1.46
L0079,I000392,2026-04-02 04:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Data Science,GCLID_0c97b7c6e64b,3.93
L0079,I000393,2026-04-13 13:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,8.21
L0079,I000394,2026-04-24 02:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Data Science,FBCLID_29445824b1b6,1.56
L0079,I000395,2026-04-26 23:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Data Science,especifica,Data Science,,8.2
L0079,I000396,2026-05-09 15:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Data Science,,0.93
L0079,I000397,2026-05-12 20:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Data Science,especifica,Data Science,,1.44
L0079,I000398,2026-05-17 15:00:00,Orgânico,Site,Orgânico - Remarketing,remarketing,Data Science,,0.0
L0079,I000399,2026-05-25 11:00:00,Google Ads,Google,Google Ads - Data Science,especifica,Data Science,GCLID_d772b6c0b851,1.99
L0079,I000400,2026-05-26 01:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Data Science,,5.6
L0079,I000401,2026-06-02 13:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,Data Science,,4.79
L0079,I000402,2026-06-10 08:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Data Science,,8.5
L0080,I000403,2026-04-30 00:00:00,Orgânico,Site,Orgânico - Performance,performance,Marketing Digital,,0.0
L0080,I000404,2026-05-03 17:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marketing Digital,especifica,Marketing Digital,,1.19
L0080,I000405,2026-05-16 04:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Marketing Digital,,7.11
L0080,I000406,2026-05-24 05:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Marketing Digital,GCLID_cbdf55617cf7,4.96
L0080,I000407,2026-05-31 18:00:00,Google Ads,Google,Google Ads - Marketing Digital,especifica,Marketing Digital,GCLID_a71ece504d62,7.11
L0081,I000408,2026-04-28 23:00:00,E-mail,CRM,E-mail - Performance,performance,Engenharia de Software,,0.0
L0081,I000409,2026-05-09 21:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,Engenharia de Software,,0.0
L0081,I000410,2026-05-21 09:00:00,E-mail,CRM,E-mail - Engenharia de Software,especifica,Engenharia de Software,,0.0
L0081,I000411,2026-06-02 08:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Engenharia de Software,,6.87
L0081,I000412,2026-06-10 11:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Engenharia de Software,,6.8
L0082,I000413,2026-04-11 07:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Performance,performance,Agronegócio,,5.5
L0082,I000414,2026-04-18 13:00:00,TikTok Ads,TikTok,TikTok Ads - Agronegócio,especifica,Agronegócio,,4.46
L0082,I000415,2026-04-26 17:00:00,Meta Ads,Meta,Meta Ads - Agronegócio,especifica,Agronegócio,FBCLID_192251ac28b7,4.78
L0082,I000416,2026-05-02 11:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,Agronegócio,GCLID_2befeac608ee,3.17
L0082,I000417,2026-05-02 14:00:00,Meta Ads,Meta,Meta Ads - Remarketing,remarketing,Agronegócio,FBCLID_ba1e1f077cc4,5.29
L0082,I000418,2026-05-05 13:00:00,TikTok Ads,TikTok,TikTok Ads - Remarketing,remarketing,Agronegócio,,3.47
L0082,I000419,2026-05-14 09:00:00,E-mail,CRM,E-mail - Performance,performance,Agronegócio,,0.0
L0082,I000420,2026-05-18 15:00:00,Meta Ads,Meta,Meta Ads - Marca Institucional,institucional,Agronegócio,FBCLID_581630a7a007,2.81
L0082,I000421,2026-05-22 17:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Remarketing,remarketing,Agronegócio,,1.74
L0082,I000422,2026-05-27 21:00:00,TikTok Ads,TikTok,TikTok Ads - Marca Institucional,institucional,Agronegócio,,4.19
L0083,I000423,2026-01-31 03:00:00,Meta Ads,Meta,Meta Ads - MBA em Gestão,especifica,MBA em Gestão,FBCLID_b4d9f962081a,4.14
L0083,I000424,2026-02-10 08:00:00,TikTok Ads,TikTok,TikTok Ads - Performance,performance,MBA em Gestão,,0.8
L0083,I000425,2026-02-17 06:00:00,LinkedIn Ads,LinkedIn,LinkedIn Ads - Marca Institucional,institucional,MBA em Gestão,,1.81
L0083,I000426,2026-02-22 12:00:00,Meta Ads,Meta,Meta Ads - Performance,performance,MBA em Gestão,FBCLID_3a54a1840856,4.57
L0083,I000427,2026-03-07 08:00:00,E-mail,CRM,E-mail - Marca Institucional,institucional,MBA em Gestão,,0.0
L0083,I000428,2026-03-14 19:00:00,Google Ads,Google,Google Ads - Marca Institucional,institucional,MBA em Gestão,GCLID_1dae8fb3e5d1,8.48
L0084,I000429,2026-03-16 02:00:00,E-mail,CRM,E-mail - Remarketing,remarketing,Engenharia de Software,,0.0
L0085,I000430,2026-04-25 22:00:00,Orgânico,Site,Orgânico - Marca Institucional,institucional,Agronegócio,,0.0
L0085,I000431,2026-05-01 00:00:00,TikTok Ads,TikTok,TikTok Ads - Agronegócio,especifica,Agronegócio,,8.02
L0085,I000432,2026-05-05 07:00:00,Google Ads,Google,Google Ads - Performance,performance,Agronegócio,GCLID_dfaf6963643b,1.68
